id,source_language,source_document,source_text,reference_translation,baseline_translation,finetuned_translation,iks_translation,iks_validation_status,iks_validation_confidence,val_translation_quality,val_semantic_consistency,val_iks_preservation,val_context_preservation,val_historical_consistency,val_unsupported_additions,val_missing_meaning
IKS002084,Tamil,Pazhamozhi Naanooru,"நாடு பெரிய விளைக்கும்
வினை செய்யும் கல்வி.",Possessing noble/great nation yields/produces; this accomplishes/does learning through action.,"[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய விளைக்கும்
வினை செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய விளைக்கும்
வினை செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய விளைக்கும்
வினை செய...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002428,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் ஒழுக்கம் தர
உடையார் நெஞ்சே காக்கும் மாலை
வினை வரும் வழி.","As the lord of the cool shore gives conduct, the possessing heart protects/guards in the evening, waiting for action.",[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002562,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் கல்வி தர
பெரிய நெஞ்சே சேர்க்கும் மாலை
வாய்மை வரும் வழி.","As the lord of the cool shore gives learning, the noble/great heart gathers/unites in the evening, waiting for truth.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
பெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
பெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
பெ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001515,Tamil,Thirukkural,"கேள்வி சிறந்த அருள் வளர்க்கும்
அறம் இனிய அறம் உய்க்கும்.",Listening of the excellent who have grace nurtures/grows; the sweet/pleasant virtue guides/elevates virtue.,[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த அருள் வளர்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த அருள் வளர்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த அருள் வளர்க்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000687,Tamil,Thirukkural,"வினை உடையார் கல்வி தரும்
மன்னன் உடையார் ஈகை செய்யும்.",Action of the possessing who have learning gives/bestows; the possessing king accomplishes/does giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'வினை உடையார் கல்வி தரும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'வினை உடையார் கல்வி தரும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'வினை உடையார் கல்வி தரும்
மன்னன...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001985,Tamil,Pazhamozhi Naanooru,"வாய்மை இல்லார் கெடுக்கும்
அறம் வளர்க்கும் வினை.",Possessing lacking truth destroys/ruins; this nurtures/grows action through virtue.,"[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை இல்லார் கெடுக்கும்
அறம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை இல்லார் கெடுக்கும்
அறம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை இல்லார் கெடுக்கும்
அறம்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001758,Tamil,Naladiyar,"ஈகை பெரிய செய்யும்
மானம் சேர்க்கும் செல்வம்.",Possessing noble/great giving accomplishes/does; this gathers/unites prosperity through honour.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய செய்யும்
மானம் சேர்க...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய செய்யும்
மானம் சேர்க...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய செய்யும்
மானம் சேர்க...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000153,Tamil,Thirukkural,"நெஞ்சே நீ பட்டது என் செய்தேன் அறிவு கேட்கின்
ஞாலம் புரிந்தாய் ஒழி.","O heart, what have I done to you? If you'd listen to reason, you would give up trying to rule the world.",[Mock Translation (Tamil -> English)]: Translated version of 'நெஞ்சே நீ பட்டது என் செய்தேன் ...',[Mock Translation (Tamil -> English)]: Translated version of 'நெஞ்சே நீ பட்டது என் செய்தேன் ...',"[Mock Translation (Tamil -> English)]: Translated version of 'நெஞ்சே நீ பட்டது என் செய்தேன் ...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.57,0.62,0.0,0.67,0.33,1.0,1.0,1.0
IKS001074,Tamil,Thirukkural,"கேள்வி சிறந்த ஈகை உய்க்கும்
பொருள் பெரிய இளமை உய்க்கும்.",Listening of the excellent who have giving guides/elevates; the noble/great wealth guides/elevates youth.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த ஈகை உய்க்கும்
பொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த ஈகை உய்க்கும்
பொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த ஈகை உய்க்கும்
பொ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000942,Tamil,Thirukkural,"கேள்வி பெரிய ஒழுக்கம் நிற்கும்
செல்வம் சிறந்த அறம் நிற்கும்.",Listening of the noble/great who have conduct stands/endures; the excellent prosperity stands/endures virtue.,[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி பெரிய ஒழுக்கம் நிற்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி பெரிய ஒழுக்கம் நிற்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி பெரிய ஒழுக்கம் நிற்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002685,Tamil,Natrinai,"தண் கடல் சேர்ப்பன் பொருள் தர
பெரிய நெஞ்சே உய்க்கும் மாலை
தவம் வரும் வழி.","As the lord of the cool shore gives wealth, the noble/great heart guides/elevates in the evening, waiting for penance.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் பொருள் தர
ப...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் பொருள் தர
ப...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் பொருள் தர
ப...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003297,Tamil,Kalithogai,"தண் கடல் சேர்ப்பன் மன்னன் தர
சிறந்த நெஞ்சே விளைக்கும் மாலை
நட்பு வரும் வழி.","As the lord of the cool shore gives king, the excellent heart yields/produces in the evening, waiting for friendship.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002278,Tamil,Purananuru,"வேல் கொண்டு வென்றான் கல்வி
கொடை தரும் இல்லார் இளமை
மன்னன் புகழ் நிற்கும் உலகு.","Winning with the spear, learning is established; the lacking youth gives charity, and the king's glory stands/endures the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002987,Tamil,Manimekalai,"நில்லாத இன்பம் ஒழிக்கும் நகரில்
பெரிய மன்னன் சேர்க்கும் மாந்தர்.","In the city where transitory/impermanence pleasure removes/dispels, the noble/great people gathers/unites king.",[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத இன்பம் ஒழிக்கும் நகரில...',[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத இன்பம் ஒழிக்கும் நகரில...',[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத இன்பம் ஒழிக்கும் நகரில...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000005,Tamil,Thirukkural,"இருள்சேர் இருவினையும் சேரா இறைவன்
பொருள்சேர் புகழ்புரிந்தார் மாட்டு.",The two dark deeds of attachment and aversion will not approach those who embrace the glory of the Lord.,[Mock Translation (Tamil -> English)]: Translated version of 'இருள்சேர் இருவினையும் சேரா இறை...',[Mock Translation (Tamil -> English)]: Translated version of 'இருள்சேர் இருவினையும் சேரா இறை...',[Mock Translation (Tamil -> English)]: Translated version of 'இருள்சேர் இருவினையும் சேரா இறை...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002426,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் கல்வி தர
நில்லாத நெஞ்சே ஒழிக்கும் மாலை
ஒழுக்கம் வரும் வழி.","As the lord of the cool shore gives learning, the transitory/impermanence heart removes/dispels in the evening, waiting for conduct.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
நி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
நி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
நி...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002063,Tamil,Pazhamozhi Naanooru,"கேள்வி சிறிய விளைக்கும்
உள்ளம் நிற்கும் அன்பு.",Possessing base/lowly listening yields/produces; this stands/endures love through mind.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய விளைக்கும்
உள்ளம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய விளைக்கும்
உள்ளம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய விளைக்கும்
உள்ளம்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000339,Tamil,Kurunthogai,"என் நெஞ்சு அறிவது ஒன்று இல்லை
யான் நினைப்பது ஒன்று இல்லை.",My heart knows nothing; I think of nothing.,"[Mock Translation (Tamil -> English)]: Translated version of 'என் நெஞ்சு அறிவது ஒன்று இல்லை
...'","[Mock Translation (Tamil -> English)]: Translated version of 'என் நெஞ்சு அறிவது ஒன்று இல்லை
...'","[Mock Translation (Tamil -> English)]: Translated version of 'என் நெஞ்சு அறிவது ஒன்று இல்லை
...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000558,Tamil,Thirukkural,"ஈகை பெரிய பொருள் சேர்க்கும்
அறம் இல்லார் ஈகை கெடுக்கும்.",Giving of the noble/great who have wealth gathers/unites; the lacking virtue destroys/ruins giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய பொருள் சேர்க்கும்
அற...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய பொருள் சேர்க்கும்
அற...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை பெரிய பொருள் சேர்க்கும்
அற...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000444,Tamil,Thirukkural,"இடர் செய்தார்க்கு இன்னாது உடல் கொல்ல
கடிது என்று மென்கொடுத்தோர் கண்.",Swift punishment given to those who caused suffering—seen in the eyes of those who gave gently.,[Mock Translation (Tamil -> English)]: Translated version of 'இடர் செய்தார்க்கு இன்னாது உடல்...',[Mock Translation (Tamil -> English)]: Translated version of 'இடர் செய்தார்க்கு இன்னாது உடல்...',[Mock Translation (Tamil -> English)]: Translated version of 'இடர் செய்தார்க்கு இன்னாது உடல்...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000225,Tamil,Thirukkural,"வேண்டப் படாத விழலின்று செய்யினும்
ஊண்டச்சு உண்டாம் உலகியல்பின்.",Even what is done without being wanted is not without consequence—that is the way of the world.,[Mock Translation (Tamil -> English)]: Translated version of 'வேண்டப் படாத விழலின்று செய்யின...',[Mock Translation (Tamil -> English)]: Translated version of 'வேண்டப் படாத விழலின்று செய்யின...',[Mock Translation (Tamil -> English)]: Translated version of 'வேண்டப் படாத விழலின்று செய்யின...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000094,Tamil,Pathitrupathu,"வேந்தர் வேந்தன் வேல்வல் கிள்ளி
தூம்பு கொள் வண்மை துவரை யாண்டு.","Killivalavan, king of kings, whose spear is powerful, whose generosity is hollow-stalk wide—he rules Tuvara.",[Mock Translation (Tamil -> English)]: Translated version of 'வேந்தர் வேந்தன் வேல்வல் கிள்ளி...',[Mock Translation (Tamil -> English)]: Translated version of 'வேந்தர் வேந்தன் வேல்வல் கிள்ளி...',"[Mock Translation (Tamil -> English)]: Translated version of 'வேந்தர் வேந்தன் வேல்வல் கிள்ளி...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.55,0.63,0.0,0.5,0.33,1.0,1.0,1.0
IKS000672,Tamil,Thirukkural,"இளமை சிறந்த அருள் உய்க்கும்
தவம் இனிய பொருள் விளைக்கும்.",Youth of the excellent who have grace guides/elevates; the sweet/pleasant penance yields/produces wealth.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த அருள் உய்க்கும்
தவ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த அருள் உய்க்கும்
தவ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த அருள் உய்க்கும்
தவ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003327,Tamil,Acharakovai,"மன்னன் நில்லாத செய்யும்
நட்பு செய்யும் ஈகை.",Possessing transitory/impermanence king accomplishes/does; this accomplishes/does giving through friendship.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் நில்லாத செய்யும்
நட்பு ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் நில்லாத செய்யும்
நட்பு ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் நில்லாத செய்யும்
நட்பு ...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.5,0.61,0.0,0.17,0.33,1.0,1.0,1.0
IKS000991,Tamil,Thirukkural,"கல்வி உடையார் நாடு காக்கும்
வாய்மை நில்லாத கேள்வி வளர்க்கும்.",Learning of the possessing who have nation protects/guards; the transitory/impermanence truth nurtures/grows listening.,"[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி உடையார் நாடு காக்கும்
வா...'","[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி உடையார் நாடு காக்கும்
வா...'","[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி உடையார் நாடு காக்கும்
வா...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002184,Tamil,Pazhamozhi Naanooru,"அறம் சிறிய கெடுக்கும்
ஈகை ஒழிக்கும் இன்பம்.",Possessing base/lowly virtue destroys/ruins; this removes/dispels pleasure through giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'அறம் சிறிய கெடுக்கும்
ஈகை ஒழிக...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் சிறிய கெடுக்கும்
ஈகை ஒழிக...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் சிறிய கெடுக்கும்
ஈகை ஒழிக...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001602,Tamil,Naladiyar,"அருள் இனிய சேர்க்கும்
நட்பு கெடுக்கும் நட்பு.",Possessing sweet/pleasant grace gathers/unites; this destroys/ruins friendship through friendship.,"[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இனிய சேர்க்கும்
நட்பு கெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இனிய சேர்க்கும்
நட்பு கெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இனிய சேர்க்கும்
நட்பு கெ...' (Contextual meaning: Universal grace, compassion, and divine benevolence.)",REVIEW,0.45,0.62,0.0,0.14,0.0,1.0,1.0,1.0
IKS002295,Tamil,Purananuru,"வேல் கொண்டு வென்றான் மன்னன்
கொடை தரும் உடையார் தவம்
மன்னன் புகழ் காக்கும் உலகு.","Winning with the spear, king is established; the possessing penance gives charity, and the king's glory protects/guards the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001842,Tamil,Naladiyar,"மானம் சிறந்த சேர்க்கும்
யாக்கை வளர்க்கும் கல்வி.",Possessing excellent honour gathers/unites; this nurtures/grows learning through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த சேர்க்கும்
யாக்கை...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த சேர்க்கும்
யாக்கை...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த சேர்க்கும்
யாக்கை...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002112,Tamil,Pazhamozhi Naanooru,"இளமை சிறிய கெடுக்கும்
அறிவு நிற்கும் வினை.",Possessing base/lowly youth destroys/ruins; this stands/endures action through wisdom.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய கெடுக்கும்
அறிவு நி...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய கெடுக்கும்
அறிவு நி...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய கெடுக்கும்
அறிவு நி...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001130,Tamil,Thirukkural,"மானம் உடையார் ஒழுக்கம் தரும்
நட்பு நில்லாத தவம் செய்யும்.",Honour of the possessing who have conduct gives/bestows; the transitory/impermanence friendship accomplishes/does penance.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் ஒழுக்கம் தரும்
ந...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் ஒழுக்கம் தரும்
ந...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் ஒழுக்கம் தரும்
ந...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002188,Tamil,Pazhamozhi Naanooru,"இளமை இல்லார் தரும்
செல்வம் சேர்க்கும் அறிவு.",Possessing lacking youth gives/bestows; this gathers/unites wisdom through prosperity.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை இல்லார் தரும்
செல்வம் சேர...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை இல்லார் தரும்
செல்வம் சேர...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை இல்லார் தரும்
செல்வம் சேர...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001833,Tamil,Naladiyar,"வாய்மை தீய நிற்கும்
யாக்கை செய்யும் மன்னன்.",Possessing wicked/harmful truth stands/endures; this accomplishes/does king through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய நிற்கும்
யாக்கை செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய நிற்கும்
யாக்கை செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய நிற்கும்
யாக்கை செய...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001598,Tamil,Naladiyar,"அறம் நில்லாத சேர்க்கும்
இன்பம் உய்க்கும் வினை.",Possessing transitory/impermanence virtue gathers/unites; this guides/elevates action through pleasure.,"[Mock Translation (Tamil -> English)]: Translated version of 'அறம் நில்லாத சேர்க்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் நில்லாத சேர்க்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் நில்லாத சேர்க்கும்
இன்பம்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000919,Tamil,Thirukkural,"உள்ளம் சிறிய தவம் வளர்க்கும்
தவம் சிறந்த அருள் வளர்க்கும்.",Mind of the base/lowly who have penance nurtures/grows; the excellent penance nurtures/grows grace.,"[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய தவம் வளர்க்கும்
த...'","[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய தவம் வளர்க்கும்
த...'","[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய தவம் வளர்க்கும்
த...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001868,Tamil,Naladiyar,"உள்ளம் இல்லார் நிற்கும்
வினை சேர்க்கும் யாக்கை.",Possessing lacking mind stands/endures; this gathers/unites body through action.,"[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் இல்லார் நிற்கும்
வினை ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் இல்லார் நிற்கும்
வினை ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் இல்லார் நிற்கும்
வினை ச...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002858,Tamil,Silappathikaram,"பெரிய மானம் கெடுக்கும் நகரில்
தீய அருள் காக்கும் மாந்தர்.","In the city where noble/great honour destroys/ruins, the wicked/harmful people protects/guards grace.","[Mock Translation (Tamil -> English)]: Translated version of 'பெரிய மானம் கெடுக்கும் நகரில்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'பெரிய மானம் கெடுக்கும் நகரில்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'பெரிய மானம் கெடுக்கும் நகரில்
...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001441,Tamil,Thirukkural,"ஒழுக்கம் நில்லாத நாடு செய்யும்
அறிவு உடையார் மன்னன் உய்க்கும்.",Conduct of the transitory/impermanence who have nation accomplishes/does; the possessing wisdom guides/elevates king.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு செய்யும்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு செய்யும்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு செய்யும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000012,Tamil,Thirukkural,"துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்கு
துப்பாய தூஉம் மழை.","Rain produces food for those who eat, and is itself food for those who subsist on it—rain is everything.","Rain produces food for those who eat, and is itself food for those who subsist on it—rain is everything.","Rain produces food for those who eat, and is itself food for those who subsist on it—rain is everything.","Rain produces food for those who eat, and is itself food for those who subsist on it—rain is everything.",PASS,0.94,0.98,0.9,1.0,1.0,1.0,0.66,1.0
IKS003143,Tamil,Pathitrupathu,"தண் கடல் சேர்ப்பன் தவம் தர
இனிய நெஞ்சே வளர்க்கும் மாலை
நாடு வரும் வழி.","As the lord of the cool shore gives penance, the sweet/pleasant heart nurtures/grows in the evening, waiting for nation.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் தவம் தர
இனி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் தவம் தர
இனி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் தவம் தர
இனி...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001247,Tamil,Thirukkural,"அருள் இல்லார் ஈகை கெடுக்கும்
யாக்கை நில்லாத கேள்வி உய்க்கும்.",Grace of the lacking who have giving destroys/ruins; the transitory/impermanence body guides/elevates listening.,"[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இல்லார் ஈகை கெடுக்கும்
ய...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இல்லார் ஈகை கெடுக்கும்
ய...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் இல்லார் ஈகை கெடுக்கும்
ய...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002442,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் நாடு தர
சிறிய நெஞ்சே சேர்க்கும் மாலை
நாடு வரும் வழி.","As the lord of the cool shore gives nation, the base/lowly heart gathers/unites in the evening, waiting for nation.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
சிற...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
சிற...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
சிற...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002517,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் இன்பம் தர
இனிய நெஞ்சே காக்கும் மாலை
அறம் வரும் வழி.","As the lord of the cool shore gives pleasure, the sweet/pleasant heart protects/guards in the evening, waiting for virtue.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இன்பம் தர
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இன்பம் தர
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இன்பம் தர
இ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001728,Tamil,Naladiyar,"அன்பு இல்லார் நிற்கும்
நட்பு கெடுக்கும் அன்பு.",Possessing lacking love stands/endures; this destroys/ruins love through friendship.,"[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நிற்கும்
நட்பு க...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நிற்கும்
நட்பு க...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நிற்கும்
நட்பு க...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.51,0.61,0.0,0.25,0.33,1.0,1.0,1.0
IKS002654,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் உள்ளம் தர
இல்லார் நெஞ்சே விளைக்கும் மாலை
அறிவு வரும் வழி.","As the lord of the cool shore gives mind, the lacking heart yields/produces in the evening, waiting for wisdom.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
இ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
